Código;Descrição;Preço
8010PM; RASP. RP-28 76,20 X 86,20 X 6,00/8,50 POLYMAX;24,897
8011PM; RASP. RP-28 95,25 X 105,25 X 6,00/8,50 - POLYMAX;30,426
8029PM; GAXETA AG 4 71,00 X 82,00 X 10,00 POLYMAX;63,365
8030PM; RASP. RP-28 71,00 X 82,00 X 6,00/9,00 POLYMAX;24,070
8053PM; RASPADOR D 18,00 X 23,50 X 3,80 POLYMAX;9,561
8054PM; RASPADOR D MM 32,00 X 39,00 X 4,50 POLYMAX;10,619
8055PM; GAXETA AG 1 18,00 X 26,00 X 8,00 POLYMAX;15,929
8056PM; GAXETA AG 1 32,00 X 40,00 X 8,00 POLYMAX;21,948
8062PM; GAXETA AG 4 100,00 X 120,00 X 14,50 POLYMAX;116,104
8092PM; GAXETA AG 1 110,00 X 125,00 X 9,00 POLYMAX;125,169
8121PM; GAXETA AG1 28,00 X 38,00 X 7,30 POLYMAX;22,076
8123PM; GAXETA AG 4 59,00 X 69,00 X 10,00 POLYMAX;38,232
8124PM; GAXETA AG 4 77,70 X 87,70 X 10,00 POLYMAX;52,566
8125PM; GAXETA AG 4 96,30 X 106,30 X 10,00 POLYMAX;66,904
8201PM; GAXETA AG 2 18,00 X 24,00 X 8,00 POLYMAX;15,804
8220PM; GAXETA AG 4 75,00 X 90,00 X 10,00 POLYMAX;61,633
8238PM; GAXETA AG16 110,00 X 130,00 X 10,00 POLYMAX;93,235
8311PM; GAXETA AG 4 16,00 X 22,00 X 5,00 POLYMAX;19,306
8331PM; GAXETA AG 1 90,00 X 102,00 X 8,70 POLYMAX;58,557
8336PM; RASP. RP-25 35,00 X 47,00 X 5,00 POLYMAX;15,804
8337PM; GAXETA AG 4 35,00 X 45,50 X 6,90 POLYMAX;17,263
8400PM; GAX. AG18 75X90X8,50 PMX C/ARR.ANTI-EXTRUSAO;54,931
8411PM; GAXETA AG 1 40,00 X 60,00 X 12,00 POLYMAX;50,631
8413PM; GAXETA AG 1 45,00 X 65,00 X 12,00 POLYMAX;52,422
8457PM; GAXETA AG 2 50,00 X 60,00 X 5,00 POLYMAX;18,879
8497PM; GAXETA AG 4 60,00 X 70,00 X 9,00 POLYMAX;41,428
8507PM; RASP.TIPO RP-25 40,00 X 48,60 X 5,30 POLYMAX;13,027
8509PM; RASP.TIPO RP-25 75,00 X 85,00 X 5,30/6,80 POLIMAX;29,277
8511PM; GAXETA AG 4. 18,00 X 26,00 X 8,00 POLYMAX;15,929
8532PM; GAXETA 63,50 X 75,00 X 8,30 POLYMAX;33,100
9082PM; RASP. RP-25 20,00 X 26,00 X 5,10 POLYMAX;11,239
9175PM; RASP. TIPO RP-25 20,00 X 28,00 X 4,50/6,0 POLYMAX;11,239
9318PM; GAXETA AG 2 13,00 X 22,00 X 7,00 POLYMAX;8,105
940/959-11; RASPADOR 28,50 X 35,60 X 2,64 POLYMAX;10,382
9440PM; GAXETA AG 1 112,00 X 128,00 X 10,00 POLIMAX;92,516
9441PM; GAXETA AG 1 90,00 X 103,00 X 9,00 POLIMAX;50,024
9442PM; GAXETA AG 1 46,00 X 56,00 X 6,00 POLIMAX;30,649
9463PM; GAXETA AG 4 50,00 X 59,00 X 8,00 POLYMAX;31,141
9622PM; GAXETA AG 4 32,00 X 42,00 X 10,00 POLYMAX;31,038
9859PM; GAXETA AG 1 55,00 X 65,00 X 6,00 POLYMAX;38,284
9941PM; GAXETA AG 4 20,00 X 28,00 X 5,70 POLYMAX;13,985
9989PM; RASPADOR TIPO D 70,00 X 80,60 X 5,30 POLYMAX;22,899
AX0086PM; GAXETA AG 1 80,00 X 92,00 X 8,70 POLYMAX;42,039
AX0093PM; GAXETA AG 1 110,00 X 125,00 X 10,90 POLYMAX;137,414
AX0337PM; GAXETA AG 4 38,10 X 47,63 X 7,94 POLYMAX;18,200
D-0875PM; RASPADOR 7/8 X 1.1/4 X 3/16 POLYMAX;9,668
D-1000PM; RASPADOR 1 X 1.3/8 X 3/16 POLYMAX;9,668
D-1250PM; RASPADOR 1.1/4 X 1.5/8 X 3/16 POLYMAX;11,069
D-1375PM; RASPADOR 1.3/8 X 1.3/4 X 3/16 POLYMAX;11,612
D-1500PM; RASPADOR 1.1/2 X 1.7/8 X 3/16 POLYMAX;11,917
D-1625PM; RASPADOR 1.5/8 X 2 X 3/16 POLYMAX;13,000
D-1750PM; RASPADOR 1.3/4 X 2.1/8 X 3/16 POLYMAX;13,814
D-2000PM; RASPADOR 2 X 2.1/2 X 1/4 POLYMAX;16,589
D-2500PM; RASPADOR 2.1/2 X 3 X 1/4 POLYMAX;20,750
D-2750PM; RASPADOR 2.3/4 X 3.1/4 X 1/4 POLYMAX;22,939
D-3000PM; RASPADOR 3 X 3.1/2 X 1/4 POLYMAX;24,905
D-3500PM; RASPADOR 3.1/2 X 4 X 1/4 POLYMAX;29,034
